"","cntry","essround","rlgblg","rlgdnm","gndr"
"1","AT",11,1,1,1
"2","AT",11,2,66,2
"3","AT",11,2,66,2
"4","AT",11,1,3,2
"5","AT",11,1,1,1
"6","AT",11,1,1,2
"7","AT",11,1,1,2
"8","AT",11,1,1,2
"9","AT",11,1,1,2
"10","AT",11,1,1,2
"11","AT",11,1,1,2
"12","AT",11,1,6,1
"13","AT",11,1,1,2
"14","AT",11,1,1,2
"15","AT",11,2,66,2
"16","AT",11,1,1,2
"17","AT",11,1,2,1
"18","AT",11,1,1,2
"19","AT",11,2,66,1
"20","AT",11,2,66,1
"21","AT",11,1,1,2
"22","AT",11,1,1,1
"23","AT",11,2,66,1
"24","AT",11,2,66,1
"25","AT",11,1,1,2
"26","AT",11,2,66,2
"27","AT",11,1,1,2
"28","AT",11,1,1,2
"29","AT",11,1,1,2
"30","AT",11,2,66,2
"31","AT",11,1,1,2
"32","AT",11,2,66,1
"33","AT",11,1,1,2
"34","AT",11,2,66,2
"35","AT",11,2,66,2
"36","AT",11,1,1,2
"37","AT",11,1,3,2
"38","AT",11,1,1,2
"39","AT",11,1,1,1
"40","AT",11,1,1,1
"41","AT",11,1,1,2
"42","AT",11,1,1,2
"43","AT",11,2,66,2
"44","AT",11,1,1,2
"45","AT",11,1,1,1
"46","AT",11,2,66,1
"47","AT",11,1,1,2
"48","AT",11,2,66,1
"49","AT",11,1,1,1
"50","AT",11,1,1,2
"51","AT",11,2,66,1
"52","AT",11,1,1,1
"53","AT",11,1,2,2
"54","AT",11,1,1,1
"55","AT",11,1,1,2
"56","AT",11,2,66,2
"57","AT",11,1,1,2
"58","AT",11,1,3,2
"59","AT",11,1,99,1
"60","AT",11,1,1,2
"61","AT",11,2,66,2
"62","AT",11,2,66,1
"63","AT",11,1,1,1
"64","AT",11,2,66,2
"65","AT",11,1,1,2
"66","AT",11,1,1,2
"67","AT",11,1,1,1
"68","AT",11,1,1,1
"69","AT",11,1,1,2
"70","AT",11,1,2,1
"71","AT",11,1,1,1
"72","AT",11,1,1,2
"73","AT",11,1,1,2
"74","AT",11,2,66,2
"75","AT",11,2,66,1
"76","AT",11,1,1,2
"77","AT",11,1,6,1
"78","AT",11,2,66,1
"79","AT",11,2,66,2
"80","AT",11,1,1,1
"81","AT",11,1,1,2
"82","AT",11,2,66,1
"83","AT",11,1,2,1
"84","AT",11,1,1,1
"85","AT",11,2,66,1
"86","AT",11,1,1,1
"87","AT",11,1,6,1
"88","AT",11,1,1,1
"89","AT",11,1,1,1
"90","AT",11,1,1,1
"91","AT",11,1,1,1
"92","AT",11,1,1,2
"93","AT",11,1,2,1
"94","AT",11,1,1,2
"95","AT",11,1,1,2
"96","AT",11,2,66,1
"97","AT",11,2,66,2
"98","AT",11,1,1,1
"99","AT",11,1,1,2
"100","AT",11,2,66,1
"101","AT",11,1,1,1
"102","AT",11,2,66,1
"103","AT",11,1,1,1
"104","AT",11,1,1,2
"105","AT",11,2,66,1
"106","AT",11,2,66,2
"107","AT",11,2,66,1
"108","AT",11,2,66,1
"109","AT",11,1,1,2
"110","AT",11,2,66,2
"111","AT",11,1,1,2
"112","AT",11,1,6,1
"113","AT",11,1,1,1
"114","AT",11,1,1,2
"115","AT",11,1,3,2
"116","AT",11,2,66,1
"117","AT",11,2,66,2
"118","AT",11,1,1,1
"119","AT",11,1,1,2
"120","AT",11,2,66,1
"121","AT",11,1,1,2
"122","AT",11,2,66,1
"123","AT",11,2,66,2
"124","AT",11,1,1,1
"125","AT",11,1,2,2
"126","AT",11,1,1,2
"127","AT",11,1,1,2
"128","AT",11,2,66,2
"129","AT",11,7,66,1
"130","AT",11,1,1,1
"131","AT",11,1,1,1
"132","AT",11,1,1,1
"133","AT",11,1,1,2
"134","AT",11,7,66,1
"135","AT",11,1,1,1
"136","AT",11,1,1,2
"137","AT",11,1,6,1
"138","AT",11,1,1,1
"139","AT",11,1,1,1
"140","AT",11,1,1,2
"141","AT",11,1,1,2
"142","AT",11,1,2,1
"143","AT",11,1,1,1
"144","AT",11,1,1,2
"145","AT",11,2,66,2
"146","AT",11,2,66,2
"147","AT",11,1,1,1
"148","AT",11,1,1,1
"149","AT",11,1,1,2
"150","AT",11,1,2,2
"151","AT",11,2,66,2
"152","AT",11,2,66,2
"153","AT",11,1,1,2
"154","AT",11,1,1,2
"155","AT",11,1,1,1
"156","AT",11,1,1,2
"157","AT",11,1,1,2
"158","AT",11,1,1,2
"159","AT",11,1,2,1
"160","AT",11,2,66,1
"161","AT",11,1,1,2
"162","AT",11,2,66,1
"163","AT",11,1,1,1
"164","AT",11,1,1,2
"165","AT",11,1,1,2
"166","AT",11,1,1,2
"167","AT",11,1,1,2
"168","AT",11,1,1,2
"169","AT",11,1,1,1
"170","AT",11,2,66,1
"171","AT",11,1,1,1
"172","AT",11,2,66,2
"173","AT",11,1,1,2
"174","AT",11,2,66,2
"175","AT",11,1,1,1
"176","AT",11,1,1,1
"177","AT",11,1,2,1
"178","AT",11,2,66,2
"179","AT",11,1,1,1
"180","AT",11,1,1,2
"181","AT",11,2,66,1
"182","AT",11,1,1,1
"183","AT",11,2,66,2
"184","AT",11,2,66,2
"185","AT",11,1,1,2
"186","AT",11,1,1,1
"187","AT",11,1,1,2
"188","AT",11,2,66,2
"189","AT",11,1,1,2
"190","AT",11,2,66,2
"191","AT",11,2,66,1
"192","AT",11,1,1,1
"193","AT",11,1,1,2
"194","AT",11,2,66,2
"195","AT",11,1,1,1
"196","AT",11,1,1,1
"197","AT",11,1,1,2
"198","AT",11,1,1,2
"199","AT",11,1,1,2
"200","AT",11,2,66,2
"201","AT",11,1,1,2
"202","AT",11,2,66,1
"203","AT",11,1,3,1
"204","AT",11,1,1,1
"205","AT",11,2,66,1
"206","AT",11,1,1,2
"207","AT",11,1,1,2
"208","AT",11,1,1,2
"209","AT",11,2,66,2
"210","AT",11,1,1,1
"211","AT",11,1,1,1
"212","AT",11,1,1,1
"213","AT",11,2,66,2
"214","AT",11,1,1,2
"215","AT",11,1,4,1
"216","AT",11,1,1,2
"217","AT",11,1,1,1
"218","AT",11,1,1,1
"219","AT",11,1,1,2
"220","AT",11,2,66,2
"221","AT",11,1,1,2
"222","AT",11,1,1,1
"223","AT",11,2,66,2
"224","AT",11,1,1,2
"225","AT",11,1,1,1
"226","AT",11,2,66,1
"227","AT",11,7,66,2
"228","AT",11,1,1,2
"229","AT",11,2,66,1
"230","AT",11,1,2,2
"231","AT",11,2,66,2
"232","AT",11,2,66,2
"233","AT",11,1,1,2
"234","AT",11,1,3,1
"235","AT",11,1,1,1
"236","AT",11,1,1,2
"237","AT",11,7,66,2
"238","AT",11,1,1,1
"239","AT",11,1,1,1
"240","AT",11,2,66,1
"241","AT",11,1,1,2
"242","AT",11,1,1,2
"243","AT",11,1,1,2
"244","AT",11,1,1,1
"245","AT",11,2,66,2
"246","AT",11,1,1,1
"247","AT",11,1,1,1
"248","AT",11,1,1,2
"249","AT",11,1,1,1
"250","AT",11,2,66,1
"251","AT",11,1,1,2
"252","AT",11,2,66,2
"253","AT",11,2,66,2
"254","AT",11,1,6,1
"255","AT",11,1,1,2
"256","AT",11,2,66,2
"257","AT",11,2,66,2
"258","AT",11,1,1,1
"259","AT",11,2,66,2
"260","AT",11,1,3,1
"261","AT",11,2,66,2
"262","AT",11,1,1,2
"263","AT",11,2,66,2
"264","AT",11,2,66,2
"265","AT",11,1,1,2
"266","AT",11,2,66,1
"267","AT",11,2,66,1
"268","AT",11,1,1,1
"269","AT",11,1,1,1
"270","AT",11,1,1,2
"271","AT",11,1,7,2
"272","AT",11,1,1,2
"273","AT",11,1,1,2
"274","AT",11,1,1,1
"275","AT",11,1,1,1
"276","AT",11,1,1,1
"277","AT",11,1,1,2
"278","AT",11,1,1,1
"279","AT",11,2,66,1
"280","AT",11,2,66,2
"281","AT",11,1,99,1
"282","AT",11,1,1,1
"283","AT",11,1,1,2
"284","AT",11,1,1,2
"285","AT",11,1,1,1
"286","AT",11,2,66,2
"287","AT",11,2,66,1
"288","AT",11,1,1,2
"289","AT",11,2,66,2
"290","AT",11,2,66,2
"291","AT",11,1,1,2
"292","AT",11,1,1,1
"293","AT",11,1,1,1
"294","AT",11,2,66,1
"295","AT",11,1,6,1
"296","AT",11,1,1,2
"297","AT",11,2,66,1
"298","AT",11,1,1,1
"299","AT",11,1,1,2
"300","AT",11,1,1,2
"301","AT",11,1,1,2
"302","AT",11,1,1,2
"303","AT",11,2,66,2
"304","AT",11,2,66,2
"305","AT",11,1,1,1
"306","AT",11,1,1,2
"307","AT",11,1,1,2
"308","AT",11,1,1,1
"309","AT",11,1,1,2
"310","AT",11,2,66,1
"311","AT",11,1,1,2
"312","AT",11,2,66,1
"313","AT",11,1,1,2
"314","AT",11,2,66,2
"315","AT",11,2,66,2
"316","AT",11,2,66,1
"317","AT",11,1,4,2
"318","AT",11,1,1,2
"319","AT",11,2,66,2
"320","AT",11,1,1,2
"321","AT",11,1,6,1
"322","AT",11,2,66,2
"323","AT",11,1,1,2
"324","AT",11,1,4,2
"325","AT",11,2,66,2
"326","AT",11,1,1,1
"327","AT",11,1,1,2
"328","AT",11,1,1,2
"329","AT",11,2,66,2
"330","AT",11,2,66,2
"331","AT",11,1,1,2
"332","AT",11,1,3,2
"333","AT",11,1,1,2
"334","AT",11,1,1,2
"335","AT",11,1,1,2
"336","AT",11,1,1,2
"337","AT",11,1,1,1
"338","AT",11,1,1,2
"339","AT",11,1,1,2
"340","AT",11,1,2,2
"341","AT",11,1,2,2
"342","AT",11,1,1,1
"343","AT",11,1,1,2
"344","AT",11,2,66,1
"345","AT",11,1,1,2
"346","AT",11,1,1,1
"347","AT",11,1,1,1
"348","AT",11,1,1,2
"349","AT",11,2,66,1
"350","AT",11,1,1,2
"351","AT",11,1,1,2
"352","AT",11,1,1,2
"353","AT",11,2,66,1
"354","AT",11,1,6,1
"355","AT",11,1,1,2
"356","AT",11,1,1,1
"357","AT",11,1,1,1
"358","AT",11,1,1,2
"359","AT",11,2,66,2
"360","AT",11,2,66,2
"361","AT",11,1,1,2
"362","AT",11,1,1,1
"363","AT",11,1,1,2
"364","AT",11,1,1,1
"365","AT",11,1,1,1
"366","AT",11,1,1,1
"367","AT",11,1,1,1
"368","AT",11,1,1,2
"369","AT",11,2,66,1
"370","AT",11,1,1,2
"371","AT",11,2,66,2
"372","AT",11,1,1,1
"373","AT",11,7,66,2
"374","AT",11,2,66,2
"375","AT",11,2,66,1
"376","AT",11,1,1,1
"377","AT",11,2,66,2
"378","AT",11,1,1,1
"379","AT",11,1,2,1
"380","AT",11,2,66,2
"381","AT",11,1,1,2
"382","AT",11,1,1,2
"383","AT",11,2,66,1
"384","AT",11,1,1,1
"385","AT",11,1,1,1
"386","AT",11,1,1,2
"387","AT",11,1,1,1
"388","AT",11,1,1,2
"389","AT",11,1,1,1
"390","AT",11,1,6,1
"391","AT",11,2,66,2
"392","AT",11,2,66,1
"393","AT",11,1,1,1
"394","AT",11,1,1,1
"395","AT",11,1,1,2
"396","AT",11,1,3,2
"397","AT",11,1,6,2
"398","AT",11,2,66,1
"399","AT",11,2,66,2
"400","AT",11,1,1,1
"401","AT",11,1,1,1
"402","AT",11,1,3,1
"403","AT",11,1,1,1
"404","AT",11,1,1,1
"405","AT",11,1,1,2
"406","AT",11,1,1,1
"407","AT",11,1,6,1
"408","AT",11,2,66,2
"409","AT",11,1,1,1
"410","AT",11,2,66,1
"411","AT",11,2,66,1
"412","AT",11,1,1,2
"413","AT",11,2,66,2
"414","AT",11,1,1,2
"415","AT",11,1,1,2
"416","AT",11,1,1,1
"417","AT",11,2,66,1
"418","AT",11,2,66,2
"419","AT",11,1,1,1
"420","AT",11,1,2,2
"421","AT",11,2,66,1
"422","AT",11,1,1,2
"423","AT",11,1,6,1
"424","AT",11,2,66,1
"425","AT",11,1,1,1
"426","AT",11,2,66,2
"427","AT",11,1,1,2
"428","AT",11,1,1,2
"429","AT",11,1,1,2
"430","AT",11,1,1,1
"431","AT",11,1,1,2
"432","AT",11,1,1,1
"433","AT",11,1,1,1
"434","AT",11,1,1,1
"435","AT",11,1,1,1
"436","AT",11,1,1,1
"437","AT",11,1,1,2
"438","AT",11,2,66,2
"439","AT",11,1,6,2
"440","AT",11,2,66,2
"441","AT",11,2,66,2
"442","AT",11,1,1,1
"443","AT",11,1,1,1
"444","AT",11,1,1,1
"445","AT",11,2,66,1
"446","AT",11,1,6,1
"447","AT",11,1,1,2
"448","AT",11,1,1,2
"449","AT",11,2,66,1
"450","AT",11,2,1,2
"451","AT",11,1,1,1
"452","AT",11,1,1,1
"453","AT",11,1,1,1
"454","AT",11,2,66,2
"455","AT",11,1,1,1
"456","AT",11,1,1,2
"457","AT",11,1,1,1
"458","AT",11,1,1,1
"459","AT",11,2,66,2
"460","AT",11,1,1,2
"461","AT",11,2,66,1
"462","AT",11,1,1,2
"463","AT",11,2,66,2
"464","AT",11,2,66,2
"465","AT",11,1,1,1
"466","AT",11,1,1,2
"467","AT",11,1,1,1
"468","AT",11,1,1,2
"469","AT",11,1,6,1
"470","AT",11,1,1,2
"471","AT",11,1,1,2
"472","AT",11,2,66,1
"473","AT",11,1,1,2
"474","AT",11,2,66,1
"475","AT",11,1,1,1
"476","AT",11,1,1,2
"477","AT",11,1,1,2
"478","AT",11,1,1,1
"479","AT",11,1,1,2
"480","AT",11,2,66,2
"481","AT",11,1,1,1
"482","AT",11,1,1,2
"483","AT",11,1,1,1
"484","AT",11,2,66,2
"485","AT",11,1,1,2
"486","AT",11,1,1,2
"487","AT",11,1,1,1
"488","AT",11,1,1,1
"489","AT",11,2,66,2
"490","AT",11,1,1,2
"491","AT",11,1,1,2
"492","AT",11,1,3,2
"493","AT",11,1,1,1
"494","AT",11,2,66,1
"495","AT",11,1,1,2
"496","AT",11,1,1,2
"497","AT",11,1,1,2
"498","AT",11,1,1,2
"499","AT",11,1,1,2
"500","AT",11,2,66,1
"501","AT",11,1,1,2
"502","AT",11,1,1,1
"503","AT",11,1,1,2
"504","AT",11,2,66,2
"505","AT",11,1,3,2
"506","AT",11,2,66,1
"507","AT",11,2,66,2
"508","AT",11,1,1,1
"509","AT",11,1,1,1
"510","AT",11,2,66,1
"511","AT",11,2,66,1
"512","AT",11,1,1,1
"513","AT",11,1,1,2
"514","AT",11,1,1,1
"515","AT",11,1,4,2
"516","AT",11,2,66,2
"517","AT",11,2,66,2
"518","AT",11,1,1,2
"519","AT",11,1,7,2
"520","AT",11,1,1,2
"521","AT",11,1,1,2
"522","AT",11,1,1,2
"523","AT",11,1,1,2
"524","AT",11,1,1,2
"525","AT",11,1,1,1
"526","AT",11,2,66,1
"527","AT",11,1,2,1
"528","AT",11,1,1,2
"529","AT",11,1,1,1
"530","AT",11,2,66,2
"531","AT",11,2,66,1
"532","AT",11,2,66,1
"533","AT",11,2,66,2
"534","AT",11,1,1,2
"535","AT",11,2,66,2
"536","AT",11,2,66,1
"537","AT",11,1,2,2
"538","AT",11,1,1,2
"539","AT",11,1,8,2
"540","AT",11,1,3,2
"541","AT",11,1,1,2
"542","AT",11,1,1,1
"543","AT",11,1,1,1
"544","AT",11,1,3,2
"545","AT",11,2,66,2
"546","AT",11,2,66,2
"547","AT",11,1,1,1
"548","AT",11,1,1,2
"549","AT",11,1,1,2
"550","AT",11,2,66,1
"551","AT",11,1,1,2
"552","AT",11,1,1,1
"553","AT",11,1,3,1
"554","AT",11,1,2,1
"555","AT",11,1,1,1
"556","AT",11,2,66,1
"557","AT",11,2,66,1
"558","AT",11,1,1,2
"559","AT",11,2,66,2
"560","AT",11,1,1,2
"561","AT",11,1,1,1
"562","AT",11,2,66,1
"563","AT",11,1,1,2
"564","AT",11,1,1,2
"565","AT",11,1,1,1
"566","AT",11,1,1,2
"567","AT",11,1,1,2
"568","AT",11,2,66,1
"569","AT",11,2,66,1
"570","AT",11,2,66,2
"571","AT",11,1,1,1
"572","AT",11,2,66,1
"573","AT",11,1,1,2
"574","AT",11,1,1,2
"575","AT",11,2,66,1
"576","AT",11,2,66,2
"577","AT",11,1,1,2
"578","AT",11,1,1,1
"579","AT",11,1,1,1
"580","AT",11,1,1,2
"581","AT",11,1,2,2
"582","AT",11,2,66,1
"583","AT",11,1,1,2
"584","AT",11,1,1,2
"585","AT",11,2,66,2
"586","AT",11,1,1,2
"587","AT",11,1,1,2
"588","AT",11,2,66,1
"589","AT",11,1,1,2
"590","AT",11,1,1,2
"591","AT",11,2,66,2
"592","AT",11,1,1,2
"593","AT",11,1,1,2
"594","AT",11,1,1,2
"595","AT",11,1,1,1
"596","AT",11,1,1,2
"597","AT",11,1,1,2
"598","AT",11,1,1,2
"599","AT",11,2,66,2
"600","AT",11,1,1,2
"601","AT",11,1,1,2
"602","AT",11,2,66,1
"603","AT",11,1,1,2
"604","AT",11,2,66,1
"605","AT",11,1,6,1
"606","AT",11,1,1,2
"607","AT",11,2,66,1
"608","AT",11,1,1,1
"609","AT",11,2,66,1
"610","AT",11,2,66,1
"611","AT",11,1,1,2
"612","AT",11,1,1,2
"613","AT",11,1,1,2
"614","AT",11,1,1,2
"615","AT",11,1,1,2
"616","AT",11,2,66,2
"617","AT",11,1,1,2
"618","AT",11,1,1,2
"619","AT",11,2,66,2
"620","AT",11,1,1,2
"621","AT",11,2,66,1
"622","AT",11,2,66,2
"623","AT",11,2,66,1
"624","AT",11,2,66,2
"625","AT",11,2,66,1
"626","AT",11,2,66,2
"627","AT",11,1,3,2
"628","AT",11,1,1,1
"629","AT",11,1,1,2
"630","AT",11,2,66,2
"631","AT",11,2,66,1
"632","AT",11,1,1,2
"633","AT",11,1,2,1
"634","AT",11,1,1,2
"635","AT",11,1,1,2
"636","AT",11,1,1,2
"637","AT",11,1,1,2
"638","AT",11,1,1,1
"639","AT",11,1,6,2
"640","AT",11,1,1,2
"641","AT",11,1,1,2
"642","AT",11,1,1,2
"643","AT",11,2,66,2
"644","AT",11,1,1,1
"645","AT",11,1,1,2
"646","AT",11,1,1,1
"647","AT",11,1,1,2
"648","AT",11,1,1,2
"649","AT",11,1,1,1
"650","AT",11,2,66,2
"651","AT",11,1,1,2
"652","AT",11,1,6,2
"653","AT",11,1,1,2
"654","AT",11,1,1,1
"655","AT",11,2,66,2
"656","AT",11,2,66,2
"657","AT",11,1,1,1
"658","AT",11,1,1,1
"659","AT",11,2,66,1
"660","AT",11,1,1,1
"661","AT",11,2,66,2
"662","AT",11,2,66,1
"663","AT",11,2,66,2
"664","AT",11,2,66,2
"665","AT",11,2,66,2
"666","AT",11,2,66,2
"667","AT",11,2,66,2
"668","AT",11,1,2,2
"669","AT",11,1,1,2
"670","AT",11,1,1,2
"671","AT",11,2,66,1
"672","AT",11,1,6,1
"673","AT",11,1,1,2
"674","AT",11,1,1,1
"675","AT",11,1,1,2
"676","AT",11,1,1,2
"677","AT",11,1,6,2
"678","AT",11,1,1,1
"679","AT",11,1,1,1
"680","AT",11,2,66,2
"681","AT",11,1,1,2
"682","AT",11,1,1,1
"683","AT",11,2,66,2
"684","AT",11,1,1,2
"685","AT",11,2,66,2
"686","AT",11,2,66,1
"687","AT",11,2,66,2
"688","AT",11,2,66,1
"689","AT",11,1,2,2
"690","AT",11,1,1,2
"691","AT",11,2,66,2
"692","AT",11,1,1,1
"693","AT",11,2,66,2
"694","AT",11,2,66,2
"695","AT",11,1,1,2
"696","AT",11,1,1,2
"697","AT",11,1,1,2
"698","AT",11,1,1,1
"699","AT",11,1,2,2
"700","AT",11,1,2,2
"701","AT",11,2,66,1
"702","AT",11,1,1,2
"703","AT",11,1,1,2
"704","AT",11,2,66,2
"705","AT",11,1,1,1
"706","AT",11,1,1,1
"707","AT",11,1,1,2
"708","AT",11,2,66,2
"709","AT",11,1,1,2
"710","AT",11,1,1,1
"711","AT",11,1,1,2
"712","AT",11,1,1,2
"713","AT",11,2,66,2
"714","AT",11,1,1,2
"715","AT",11,1,2,2
"716","AT",11,2,66,1
"717","AT",11,1,1,1
"718","AT",11,2,66,2
"719","AT",11,1,1,2
"720","AT",11,1,1,2
"721","AT",11,1,1,1
"722","AT",11,2,66,2
"723","AT",11,2,66,2
"724","AT",11,2,66,1
"725","AT",11,1,4,1
"726","AT",11,2,66,2
"727","AT",11,1,1,2
"728","AT",11,1,1,2
"729","AT",11,1,1,2
"730","AT",11,2,66,1
"731","AT",11,2,66,1
"732","AT",11,1,1,1
"733","AT",11,1,1,2
"734","AT",11,1,1,1
"735","AT",11,2,66,2
"736","AT",11,1,1,1
"737","AT",11,1,1,1
"738","AT",11,2,66,1
"739","AT",11,1,8,2
"740","AT",11,1,1,2
"741","AT",11,1,1,1
"742","AT",11,2,66,2
"743","AT",11,1,1,2
"744","AT",11,2,66,2
"745","AT",11,1,1,1
"746","AT",11,2,66,2
"747","AT",11,7,66,2
"748","AT",11,2,66,1
"749","AT",11,1,1,1
"750","AT",11,1,1,2
"751","AT",11,1,1,1
"752","AT",11,1,1,1
"753","AT",11,1,2,1
"754","AT",11,1,1,2
"755","AT",11,1,1,1
"756","AT",11,2,66,2
"757","AT",11,1,1,2
"758","AT",11,1,6,2
"759","AT",11,1,1,2
"760","AT",11,1,1,1
"761","AT",11,1,1,2
"762","AT",11,2,66,1
"763","AT",11,1,1,2
"764","AT",11,2,66,2
"765","AT",11,2,66,2
"766","AT",11,1,3,1
"767","AT",11,2,66,2
"768","AT",11,2,66,1
"769","AT",11,1,1,1
"770","AT",11,2,66,1
"771","AT",11,1,1,2
"772","AT",11,1,1,2
"773","AT",11,1,1,2
"774","AT",11,1,1,2
"775","AT",11,1,1,1
"776","AT",11,2,66,1
"777","AT",11,1,2,2
"778","AT",11,1,1,1
"779","AT",11,2,66,1
"780","AT",11,1,1,1
"781","AT",11,2,66,2
"782","AT",11,1,1,2
"783","AT",11,2,66,1
"784","AT",11,1,99,2
"785","AT",11,1,1,2
"786","AT",11,2,66,2
"787","AT",11,1,1,1
"788","AT",11,2,66,2
"789","AT",11,2,66,1
"790","AT",11,1,1,1
"791","AT",11,1,1,1
"792","AT",11,1,1,2
"793","AT",11,1,1,1
"794","AT",11,2,66,2
"795","AT",11,1,1,2
"796","AT",11,1,1,2
"797","AT",11,1,1,2
"798","AT",11,2,66,2
"799","AT",11,1,1,1
"800","AT",11,1,1,1
"801","AT",11,1,1,1
"802","AT",11,1,1,2
"803","AT",11,1,1,2
"804","AT",11,2,66,2
"805","AT",11,1,1,1
"806","AT",11,1,1,1
"807","AT",11,1,1,2
"808","AT",11,1,1,2
"809","AT",11,1,1,1
"810","AT",11,1,1,2
"811","AT",11,1,1,1
"812","AT",11,1,1,2
"813","AT",11,1,1,2
"814","AT",11,1,1,2
"815","AT",11,1,1,1
"816","AT",11,2,66,1
"817","AT",11,1,1,2
"818","AT",11,1,1,2
"819","AT",11,1,1,1
"820","AT",11,1,1,2
"821","AT",11,2,66,1
"822","AT",11,1,1,1
"823","AT",11,1,1,1
"824","AT",11,1,1,2
"825","AT",11,2,66,2
"826","AT",11,1,1,2
"827","AT",11,2,66,2
"828","AT",11,2,66,1
"829","AT",11,2,66,2
"830","AT",11,2,66,2
"831","AT",11,1,1,2
"832","AT",11,2,66,2
"833","AT",11,1,1,1
"834","AT",11,2,66,1
"835","AT",11,1,1,2
"836","AT",11,1,1,2
"837","AT",11,1,1,2
"838","AT",11,1,2,1
"839","AT",11,1,1,2
"840","AT",11,2,66,2
"841","AT",11,2,66,2
"842","AT",11,2,66,1
"843","AT",11,2,66,2
"844","AT",11,2,66,2
"845","AT",11,1,1,1
"846","AT",11,2,66,1
"847","AT",11,1,1,1
"848","AT",11,2,66,1
"849","AT",11,1,1,2
"850","AT",11,1,1,1
"851","AT",11,1,1,2
"852","AT",11,1,1,1
"853","AT",11,2,66,1
"854","AT",11,2,66,1
"855","AT",11,1,1,2
"856","AT",11,1,1,2
"857","AT",11,2,66,2
"858","AT",11,1,1,2
"859","AT",11,2,66,1
"860","AT",11,1,1,1
"861","AT",11,1,1,1
"862","AT",11,1,1,1
"863","AT",11,1,1,1
"864","AT",11,1,1,1
"865","AT",11,1,1,1
"866","AT",11,1,1,2
"867","AT",11,1,1,2
"868","AT",11,2,66,2
"869","AT",11,2,66,1
"870","AT",11,1,1,2
"871","AT",11,1,1,2
"872","AT",11,1,1,2
"873","AT",11,2,66,1
"874","AT",11,2,66,2
"875","AT",11,1,1,1
"876","AT",11,1,1,2
"877","AT",11,1,1,2
"878","AT",11,2,66,2
"879","AT",11,1,1,2
"880","AT",11,1,2,1
"881","AT",11,1,1,1
"882","AT",11,1,1,2
"883","AT",11,2,66,1
"884","AT",11,1,6,1
"885","AT",11,1,1,2
"886","AT",11,1,1,1
"887","AT",11,1,1,1
"888","AT",11,1,1,1
"889","AT",11,1,1,2
"890","AT",11,2,66,2
"891","AT",11,1,1,1
"892","AT",11,1,1,1
"893","AT",11,1,1,2
"894","AT",11,2,66,1
"895","AT",11,1,1,1
"896","AT",11,2,66,1
"897","AT",11,1,1,2
"898","AT",11,1,1,2
"899","AT",11,1,1,1
"900","AT",11,1,2,2
"901","AT",11,1,1,1
"902","AT",11,2,66,2
"903","AT",11,2,66,1
"904","AT",11,1,1,1
"905","AT",11,1,1,2
"906","AT",11,2,66,2
"907","AT",11,1,1,2
"908","AT",11,1,6,1
"909","AT",11,2,66,2
"910","AT",11,2,66,2
"911","AT",11,1,1,2
"912","AT",11,2,66,2
"913","AT",11,1,1,2
"914","AT",11,1,1,1
"915","AT",11,2,66,2
"916","AT",11,1,1,2
"917","AT",11,1,1,2
"918","AT",11,1,1,2
"919","AT",11,1,1,1
"920","AT",11,2,66,1
"921","AT",11,1,1,2
"922","AT",11,2,66,1
"923","AT",11,1,1,2
"924","AT",11,1,1,2
"925","AT",11,2,66,1
"926","AT",11,1,1,2
"927","AT",11,1,1,2
"928","AT",11,1,1,1
"929","AT",11,2,66,2
"930","AT",11,1,1,1
"931","AT",11,1,1,2
"932","AT",11,2,66,2
"933","AT",11,1,1,1
"934","AT",11,1,1,2
"935","AT",11,2,66,2
"936","AT",11,2,66,2
"937","AT",11,1,1,1
"938","AT",11,1,1,2
"939","AT",11,1,1,2
"940","AT",11,1,1,1
"941","AT",11,2,66,2
"942","AT",11,2,66,2
"943","AT",11,1,1,2
"944","AT",11,1,1,2
"945","AT",11,2,66,2
"946","AT",11,2,66,1
"947","AT",11,2,66,2
"948","AT",11,2,66,1
"949","AT",11,2,66,2
"950","AT",11,1,2,1
"951","AT",11,1,1,2
"952","AT",11,2,66,1
"953","AT",11,1,1,1
"954","AT",11,1,1,1
"955","AT",11,1,1,2
"956","AT",11,2,66,2
"957","AT",11,1,1,2
"958","AT",11,1,1,1
"959","AT",11,1,1,1
"960","AT",11,1,1,1
"961","AT",11,1,1,2
"962","AT",11,1,1,1
"963","AT",11,1,1,1
"964","AT",11,1,1,2
"965","AT",11,2,66,1
"966","AT",11,1,1,2
"967","AT",11,1,1,2
"968","AT",11,1,1,2
"969","AT",11,2,66,1
"970","AT",11,1,3,1
"971","AT",11,1,2,2
"972","AT",11,2,66,2
"973","AT",11,2,66,1
"974","AT",11,1,1,1
"975","AT",11,1,2,2
"976","AT",11,1,1,2
"977","AT",11,1,1,1
"978","AT",11,2,66,1
"979","AT",11,1,1,2
"980","AT",11,2,66,2
"981","AT",11,1,1,1
"982","AT",11,1,1,2
"983","AT",11,1,1,2
"984","AT",11,1,1,2
"985","AT",11,1,1,1
"986","AT",11,1,1,1
"987","AT",11,1,1,1
"988","AT",11,1,1,2
"989","AT",11,2,66,1
"990","AT",11,1,1,2
"991","AT",11,1,1,1
"992","AT",11,2,66,1
"993","AT",11,1,1,2
"994","AT",11,1,1,2
"995","AT",11,1,2,2
"996","AT",11,2,66,2
"997","AT",11,2,66,1
"998","AT",11,2,66,1
