"","cntry","essround","rlgblg","rlgdnm","gndr"
"15799","GR",11,1,3,2
"15800","GR",11,1,3,1
"15801","GR",11,1,3,2
"15802","GR",11,1,3,2
"15803","GR",11,1,3,2
"15804","GR",11,1,3,1
"15805","GR",11,1,3,2
"15806","GR",11,1,3,2
"15807","GR",11,1,3,2
"15808","GR",11,1,3,2
"15809","GR",11,1,3,1
"15810","GR",11,1,3,1
"15811","GR",11,1,3,1
"15812","GR",11,1,3,1
"15813","GR",11,1,3,1
"15814","GR",11,1,3,1
"15815","GR",11,1,3,2
"15816","GR",11,1,3,1
"15817","GR",11,1,3,1
"15818","GR",11,1,3,1
"15819","GR",11,2,66,1
"15820","GR",11,1,3,2
"15821","GR",11,1,3,1
"15822","GR",11,1,3,1
"15823","GR",11,1,3,1
"15824","GR",11,1,3,2
"15825","GR",11,1,3,1
"15826","GR",11,1,3,1
"15827","GR",11,1,3,2
"15828","GR",11,1,3,1
"15829","GR",11,1,3,2
"15830","GR",11,1,3,1
"15831","GR",11,1,3,2
"15832","GR",11,1,3,1
"15833","GR",11,1,3,1
"15834","GR",11,1,3,2
"15835","GR",11,1,3,1
"15836","GR",11,1,3,1
"15837","GR",11,1,3,2
"15838","GR",11,1,3,2
"15839","GR",11,1,3,2
"15840","GR",11,1,3,2
"15841","GR",11,1,3,1
"15842","GR",11,1,3,1
"15843","GR",11,1,3,2
"15844","GR",11,1,3,2
"15845","GR",11,1,3,2
"15846","GR",11,1,3,2
"15847","GR",11,1,3,2
"15848","GR",11,1,3,2
"15849","GR",11,1,3,2
"15850","GR",11,1,3,2
"15851","GR",11,1,3,2
"15852","GR",11,1,3,2
"15853","GR",11,1,3,1
"15854","GR",11,1,3,2
"15855","GR",11,1,3,1
"15856","GR",11,1,3,1
"15857","GR",11,1,3,1
"15858","GR",11,1,3,2
"15859","GR",11,1,3,1
"15860","GR",11,1,3,2
"15861","GR",11,1,3,2
"15862","GR",11,1,3,2
"15863","GR",11,1,3,2
"15864","GR",11,1,3,1
"15865","GR",11,1,3,2
"15866","GR",11,2,66,1
"15867","GR",11,1,3,1
"15868","GR",11,1,3,1
"15869","GR",11,1,3,2
"15870","GR",11,1,3,1
"15871","GR",11,1,3,1
"15872","GR",11,1,3,2
"15873","GR",11,1,3,2
"15874","GR",11,1,3,2
"15875","GR",11,1,3,1
"15876","GR",11,1,3,2
"15877","GR",11,1,3,2
"15878","GR",11,1,3,2
"15879","GR",11,1,3,2
"15880","GR",11,1,3,2
"15881","GR",11,1,3,1
"15882","GR",11,1,3,1
"15883","GR",11,1,3,2
"15884","GR",11,1,3,1
"15885","GR",11,1,3,2
"15886","GR",11,1,3,2
"15887","GR",11,1,3,1
"15888","GR",11,1,3,1
"15889","GR",11,1,3,2
"15890","GR",11,1,3,1
"15891","GR",11,1,3,2
"15892","GR",11,1,3,2
"15893","GR",11,1,3,2
"15894","GR",11,1,3,1
"15895","GR",11,1,3,1
"15896","GR",11,1,3,2
"15897","GR",11,1,3,2
"15898","GR",11,1,3,1
"15899","GR",11,1,3,1
"15900","GR",11,1,3,1
"15901","GR",11,1,3,2
"15902","GR",11,1,3,2
"15903","GR",11,2,66,1
"15904","GR",11,2,66,2
"15905","GR",11,1,3,2
"15906","GR",11,2,66,1
"15907","GR",11,1,8,1
"15908","GR",11,1,3,2
"15909","GR",11,1,3,2
"15910","GR",11,1,3,1
"15911","GR",11,1,3,1
"15912","GR",11,1,3,2
"15913","GR",11,1,3,2
"15914","GR",11,1,3,2
"15915","GR",11,1,3,1
"15916","GR",11,1,3,2
"15917","GR",11,2,66,1
"15918","GR",11,1,3,1
"15919","GR",11,1,3,2
"15920","GR",11,1,3,2
"15921","GR",11,1,3,2
"15922","GR",11,1,3,2
"15923","GR",11,1,3,1
"15924","GR",11,1,3,1
"15925","GR",11,1,3,2
"15926","GR",11,1,3,1
"15927","GR",11,1,3,1
"15928","GR",11,1,3,1
"15929","GR",11,1,3,2
"15930","GR",11,1,3,1
"15931","GR",11,1,3,2
"15932","GR",11,1,3,1
"15933","GR",11,1,3,1
"15934","GR",11,1,3,1
"15935","GR",11,1,3,2
"15936","GR",11,1,3,2
"15937","GR",11,1,3,1
"15938","GR",11,1,3,2
"15939","GR",11,1,3,1
"15940","GR",11,1,3,2
"15941","GR",11,1,3,2
"15942","GR",11,1,3,2
"15943","GR",11,1,3,2
"15944","GR",11,1,3,1
"15945","GR",11,1,3,2
"15946","GR",11,1,3,2
"15947","GR",11,1,3,2
"15948","GR",11,1,3,1
"15949","GR",11,1,3,2
"15950","GR",11,1,3,2
"15951","GR",11,1,3,1
"15952","GR",11,1,3,1
"15953","GR",11,2,66,2
"15954","GR",11,1,3,2
"15955","GR",11,1,3,2
"15956","GR",11,1,3,1
"15957","GR",11,1,3,1
"15958","GR",11,1,3,2
"15959","GR",11,1,3,2
"15960","GR",11,1,3,2
"15961","GR",11,1,3,1
"15962","GR",11,1,3,2
"15963","GR",11,1,3,2
"15964","GR",11,1,3,2
"15965","GR",11,1,3,2
"15966","GR",11,1,3,2
"15967","GR",11,1,3,1
"15968","GR",11,2,66,1
"15969","GR",11,1,3,2
"15970","GR",11,1,3,1
"15971","GR",11,7,66,1
"15972","GR",11,1,3,2
"15973","GR",11,1,3,2
"15974","GR",11,1,3,2
"15975","GR",11,1,3,1
"15976","GR",11,1,3,2
"15977","GR",11,1,3,1
"15978","GR",11,1,3,2
"15979","GR",11,2,66,2
"15980","GR",11,1,3,2
"15981","GR",11,1,3,1
"15982","GR",11,1,3,1
"15983","GR",11,7,66,1
"15984","GR",11,1,3,2
"15985","GR",11,1,3,2
"15986","GR",11,1,3,2
"15987","GR",11,1,3,2
"15988","GR",11,1,3,2
"15989","GR",11,1,3,2
"15990","GR",11,1,3,2
"15991","GR",11,1,3,1
"15992","GR",11,1,3,2
"15993","GR",11,1,3,2
"15994","GR",11,1,77,1
"15995","GR",11,1,3,2
"15996","GR",11,1,3,1
"15997","GR",11,1,3,2
"15998","GR",11,2,66,1
"15999","GR",11,1,3,1
"16000","GR",11,1,3,2
"16001","GR",11,2,66,1
"16002","GR",11,2,66,2
"16003","GR",11,1,3,2
"16004","GR",11,1,3,1
"16005","GR",11,1,3,1
"16006","GR",11,1,3,2
"16007","GR",11,1,3,2
"16008","GR",11,1,3,2
"16009","GR",11,1,3,1
"16010","GR",11,1,3,1
"16011","GR",11,1,8,2
"16012","GR",11,1,3,2
"16013","GR",11,1,3,2
"16014","GR",11,1,3,2
"16015","GR",11,1,3,2
"16016","GR",11,1,3,1
"16017","GR",11,1,3,2
"16018","GR",11,1,3,1
"16019","GR",11,1,3,1
"16020","GR",11,1,3,2
"16021","GR",11,1,3,1
"16022","GR",11,1,3,2
"16023","GR",11,1,3,2
"16024","GR",11,1,3,1
"16025","GR",11,1,3,1
"16026","GR",11,1,3,2
"16027","GR",11,1,3,1
"16028","GR",11,1,3,2
"16029","GR",11,1,3,2
"16030","GR",11,1,3,2
"16031","GR",11,1,3,2
"16032","GR",11,1,3,1
"16033","GR",11,1,3,1
"16034","GR",11,1,3,2
"16035","GR",11,1,3,2
"16036","GR",11,1,3,1
"16037","GR",11,1,3,2
"16038","GR",11,1,3,2
"16039","GR",11,1,3,2
"16040","GR",11,1,3,1
"16041","GR",11,1,3,2
"16042","GR",11,1,3,2
"16043","GR",11,1,3,1
"16044","GR",11,2,66,1
"16045","GR",11,1,3,2
"16046","GR",11,1,3,2
"16047","GR",11,1,3,1
"16048","GR",11,1,3,2
"16049","GR",11,1,3,1
"16050","GR",11,1,3,2
"16051","GR",11,1,3,2
"16052","GR",11,1,3,2
"16053","GR",11,1,3,2
"16054","GR",11,1,3,1
"16055","GR",11,1,3,1
"16056","GR",11,1,3,2
"16057","GR",11,1,3,1
"16058","GR",11,1,3,2
"16059","GR",11,1,3,2
"16060","GR",11,1,3,2
"16061","GR",11,1,3,2
"16062","GR",11,2,66,1
"16063","GR",11,1,3,2
"16064","GR",11,1,3,2
"16065","GR",11,1,3,2
"16066","GR",11,2,66,1
"16067","GR",11,1,3,2
"16068","GR",11,1,3,1
"16069","GR",11,1,3,1
"16070","GR",11,1,3,1
"16071","GR",11,1,3,2
"16072","GR",11,1,3,2
"16073","GR",11,1,3,1
"16074","GR",11,1,3,2
"16075","GR",11,1,3,1
"16076","GR",11,1,3,1
"16077","GR",11,1,3,2
"16078","GR",11,1,3,2
"16079","GR",11,2,66,1
"16080","GR",11,1,3,2
"16081","GR",11,1,3,2
"16082","GR",11,1,3,1
"16083","GR",11,1,3,2
"16084","GR",11,1,3,2
"16085","GR",11,1,3,2
"16086","GR",11,1,3,2
"16087","GR",11,1,3,2
"16088","GR",11,1,3,2
"16089","GR",11,1,3,1
"16090","GR",11,1,3,2
"16091","GR",11,1,3,2
"16092","GR",11,1,3,2
"16093","GR",11,1,3,2
"16094","GR",11,2,66,1
"16095","GR",11,1,3,1
"16096","GR",11,1,3,2
"16097","GR",11,1,3,1
"16098","GR",11,1,3,2
"16099","GR",11,1,3,2
"16100","GR",11,1,3,1
"16101","GR",11,1,3,2
"16102","GR",11,2,66,2
"16103","GR",11,1,3,2
"16104","GR",11,1,3,1
"16105","GR",11,1,3,2
"16106","GR",11,1,3,1
"16107","GR",11,1,3,2
"16108","GR",11,1,3,2
"16109","GR",11,1,3,2
"16110","GR",11,1,3,2
"16111","GR",11,1,3,2
"16112","GR",11,2,66,1
"16113","GR",11,1,3,1
"16114","GR",11,1,3,1
"16115","GR",11,1,3,1
"16116","GR",11,1,3,1
"16117","GR",11,1,3,1
"16118","GR",11,1,3,2
"16119","GR",11,1,3,2
"16120","GR",11,1,3,1
"16121","GR",11,1,3,1
"16122","GR",11,1,3,2
"16123","GR",11,1,3,2
"16124","GR",11,1,3,2
"16125","GR",11,1,3,2
"16126","GR",11,1,3,1
"16127","GR",11,1,3,1
"16128","GR",11,1,3,1
"16129","GR",11,1,3,2
"16130","GR",11,1,3,1
"16131","GR",11,1,3,2
"16132","GR",11,1,3,2
"16133","GR",11,1,3,1
"16134","GR",11,1,3,1
"16135","GR",11,1,3,2
"16136","GR",11,1,3,1
"16137","GR",11,1,3,1
"16138","GR",11,1,3,2
"16139","GR",11,1,3,2
"16140","GR",11,1,3,1
"16141","GR",11,1,3,2
"16142","GR",11,1,3,2
"16143","GR",11,1,3,1
"16144","GR",11,1,3,1
"16145","GR",11,1,3,1
"16146","GR",11,1,3,1
"16147","GR",11,1,3,2
"16148","GR",11,1,3,1
"16149","GR",11,1,3,2
"16150","GR",11,1,3,1
"16151","GR",11,1,3,1
"16152","GR",11,1,3,1
"16153","GR",11,7,66,1
"16154","GR",11,1,3,1
"16155","GR",11,1,3,2
"16156","GR",11,1,3,2
"16157","GR",11,1,3,1
"16158","GR",11,1,3,2
"16159","GR",11,1,3,2
"16160","GR",11,1,3,2
"16161","GR",11,1,3,2
"16162","GR",11,1,3,1
"16163","GR",11,1,3,1
"16164","GR",11,1,3,1
"16165","GR",11,1,3,2
"16166","GR",11,1,3,2
"16167","GR",11,1,3,2
"16168","GR",11,1,3,1
"16169","GR",11,1,3,2
"16170","GR",11,1,3,2
"16171","GR",11,7,66,1
"16172","GR",11,2,66,1
"16173","GR",11,1,3,2
"16174","GR",11,1,3,2
"16175","GR",11,1,3,1
"16176","GR",11,1,3,2
"16177","GR",11,1,3,1
"16178","GR",11,2,66,1
"16179","GR",11,2,66,1
"16180","GR",11,1,3,2
"16181","GR",11,1,3,1
"16182","GR",11,1,3,1
"16183","GR",11,1,3,2
"16184","GR",11,1,3,1
"16185","GR",11,7,66,2
"16186","GR",11,1,3,2
"16187","GR",11,1,3,1
"16188","GR",11,1,3,1
"16189","GR",11,1,3,1
"16190","GR",11,1,3,2
"16191","GR",11,1,3,1
"16192","GR",11,1,3,1
"16193","GR",11,1,3,1
"16194","GR",11,1,3,1
"16195","GR",11,1,3,2
"16196","GR",11,1,3,1
"16197","GR",11,1,3,2
"16198","GR",11,1,3,1
"16199","GR",11,1,3,2
"16200","GR",11,1,3,1
"16201","GR",11,1,3,1
"16202","GR",11,1,3,2
"16203","GR",11,1,3,1
"16204","GR",11,1,3,1
"16205","GR",11,1,3,1
"16206","GR",11,1,3,2
"16207","GR",11,1,3,1
"16208","GR",11,1,8,1
"16209","GR",11,1,3,2
"16210","GR",11,7,66,1
"16211","GR",11,1,3,2
"16212","GR",11,1,3,2
"16213","GR",11,1,3,1
"16214","GR",11,1,3,2
"16215","GR",11,1,3,1
"16216","GR",11,1,3,2
"16217","GR",11,1,3,1
"16218","GR",11,1,3,1
"16219","GR",11,1,3,2
"16220","GR",11,1,3,2
"16221","GR",11,1,3,2
"16222","GR",11,1,3,2
"16223","GR",11,1,3,1
"16224","GR",11,1,3,2
"16225","GR",11,1,3,1
"16226","GR",11,1,3,2
"16227","GR",11,1,3,2
"16228","GR",11,1,3,2
"16229","GR",11,1,3,1
"16230","GR",11,2,66,2
"16231","GR",11,1,3,1
"16232","GR",11,1,3,2
"16233","GR",11,1,3,2
"16234","GR",11,1,3,2
"16235","GR",11,1,3,2
"16236","GR",11,1,3,1
"16237","GR",11,1,3,2
"16238","GR",11,1,3,1
"16239","GR",11,1,3,2
"16240","GR",11,1,3,2
"16241","GR",11,1,3,2
"16242","GR",11,1,3,1
"16243","GR",11,1,3,2
"16244","GR",11,1,3,2
"16245","GR",11,1,3,1
"16246","GR",11,1,3,2
"16247","GR",11,1,3,2
"16248","GR",11,2,66,2
"16249","GR",11,1,3,2
"16250","GR",11,1,3,2
"16251","GR",11,1,3,1
"16252","GR",11,1,3,2
"16253","GR",11,1,3,1
"16254","GR",11,1,3,1
"16255","GR",11,1,3,1
"16256","GR",11,1,3,1
"16257","GR",11,1,3,1
"16258","GR",11,1,3,1
"16259","GR",11,1,3,2
"16260","GR",11,1,3,2
"16261","GR",11,2,66,2
"16262","GR",11,1,3,2
"16263","GR",11,1,3,2
"16264","GR",11,1,3,1
"16265","GR",11,1,3,1
"16266","GR",11,1,3,2
"16267","GR",11,1,3,2
"16268","GR",11,1,3,1
"16269","GR",11,1,3,2
"16270","GR",11,1,3,1
"16271","GR",11,1,3,2
"16272","GR",11,1,3,2
"16273","GR",11,1,3,1
"16274","GR",11,1,3,1
"16275","GR",11,1,3,2
"16276","GR",11,1,3,1
"16277","GR",11,1,3,2
"16278","GR",11,1,3,1
"16279","GR",11,1,3,2
"16280","GR",11,1,3,1
"16281","GR",11,1,3,2
"16282","GR",11,1,3,1
"16283","GR",11,1,3,1
"16284","GR",11,1,3,1
"16285","GR",11,1,3,1
"16286","GR",11,1,3,1
"16287","GR",11,1,3,2
"16288","GR",11,1,3,2
"16289","GR",11,1,3,2
"16290","GR",11,1,3,2
"16291","GR",11,1,3,1
"16292","GR",11,2,66,1
"16293","GR",11,1,3,1
"16294","GR",11,1,3,1
"16295","GR",11,1,3,2
"16296","GR",11,1,3,2
"16297","GR",11,1,3,2
"16298","GR",11,2,66,2
"16299","GR",11,1,3,1
"16300","GR",11,1,3,1
"16301","GR",11,1,3,2
"16302","GR",11,1,3,1
"16303","GR",11,1,3,1
"16304","GR",11,1,3,2
"16305","GR",11,1,3,1
"16306","GR",11,1,3,2
"16307","GR",11,1,3,2
"16308","GR",11,1,3,1
"16309","GR",11,1,3,2
"16310","GR",11,1,3,2
"16311","GR",11,1,3,2
"16312","GR",11,1,3,2
"16313","GR",11,1,3,1
"16314","GR",11,1,4,1
"16315","GR",11,1,3,1
"16316","GR",11,1,3,2
"16317","GR",11,1,3,2
"16318","GR",11,1,3,2
"16319","GR",11,1,3,2
"16320","GR",11,1,3,1
"16321","GR",11,2,66,1
"16322","GR",11,1,3,2
"16323","GR",11,1,3,1
"16324","GR",11,1,3,2
"16325","GR",11,1,3,2
"16326","GR",11,1,3,2
"16327","GR",11,1,3,1
"16328","GR",11,1,3,2
"16329","GR",11,1,3,1
"16330","GR",11,1,3,2
"16331","GR",11,1,3,1
"16332","GR",11,1,3,1
"16333","GR",11,1,3,2
"16334","GR",11,1,3,1
"16335","GR",11,1,3,1
"16336","GR",11,1,3,2
"16337","GR",11,1,3,1
"16338","GR",11,1,3,1
"16339","GR",11,1,3,2
"16340","GR",11,1,3,2
"16341","GR",11,1,3,2
"16342","GR",11,1,3,1
"16343","GR",11,1,3,2
"16344","GR",11,1,3,2
"16345","GR",11,1,3,1
"16346","GR",11,1,3,1
"16347","GR",11,1,3,1
"16348","GR",11,1,3,1
"16349","GR",11,1,3,2
"16350","GR",11,1,3,1
"16351","GR",11,1,3,2
"16352","GR",11,1,3,1
"16353","GR",11,1,3,1
"16354","GR",11,1,3,2
"16355","GR",11,1,3,2
"16356","GR",11,1,3,1
"16357","GR",11,1,3,1
"16358","GR",11,1,3,1
"16359","GR",11,1,3,1
"16360","GR",11,2,66,2
"16361","GR",11,1,3,2
"16362","GR",11,1,3,2
"16363","GR",11,1,3,1
"16364","GR",11,1,3,1
"16365","GR",11,1,3,2
"16366","GR",11,1,3,2
"16367","GR",11,1,3,2
"16368","GR",11,1,3,1
"16369","GR",11,2,66,1
"16370","GR",11,1,3,1
"16371","GR",11,1,3,1
"16372","GR",11,2,66,2
"16373","GR",11,1,3,2
"16374","GR",11,1,3,2
"16375","GR",11,1,3,2
"16376","GR",11,1,3,2
"16377","GR",11,1,3,2
"16378","GR",11,1,3,2
"16379","GR",11,1,3,1
"16380","GR",11,1,3,2
"16381","GR",11,1,3,1
"16382","GR",11,2,66,2
"16383","GR",11,1,3,1
"16384","GR",11,1,3,2
"16385","GR",11,1,3,1
"16386","GR",11,1,3,2
"16387","GR",11,2,66,1
"16388","GR",11,1,3,1
"16389","GR",11,1,3,2
"16390","GR",11,1,3,1
"16391","GR",11,1,3,1
"16392","GR",11,1,3,1
"16393","GR",11,1,3,1
"16394","GR",11,1,3,2
"16395","GR",11,1,3,2
"16396","GR",11,1,3,2
"16397","GR",11,1,3,2
"16398","GR",11,1,3,2
"16399","GR",11,1,3,1
"16400","GR",11,1,3,2
"16401","GR",11,1,3,2
"16402","GR",11,1,3,1
"16403","GR",11,1,3,2
"16404","GR",11,1,3,1
"16405","GR",11,1,3,1
"16406","GR",11,1,3,2
"16407","GR",11,1,3,2
"16408","GR",11,1,3,1
"16409","GR",11,2,66,1
"16410","GR",11,1,3,1
"16411","GR",11,1,3,2
"16412","GR",11,1,3,1
"16413","GR",11,1,3,1
"16414","GR",11,1,3,1
"16415","GR",11,1,3,2
"16416","GR",11,1,3,1
"16417","GR",11,1,3,2
"16418","GR",11,1,3,1
"16419","GR",11,1,3,1
"16420","GR",11,1,3,1
"16421","GR",11,1,3,2
"16422","GR",11,1,3,2
"16423","GR",11,1,3,1
"16424","GR",11,1,3,1
"16425","GR",11,1,3,2
"16426","GR",11,1,3,2
"16427","GR",11,1,3,1
"16428","GR",11,1,3,2
"16429","GR",11,1,3,2
"16430","GR",11,1,3,1
"16431","GR",11,1,3,2
"16432","GR",11,1,3,1
"16433","GR",11,1,3,2
"16434","GR",11,2,66,1
"16435","GR",11,1,3,2
"16436","GR",11,1,3,2
"16437","GR",11,1,3,2
"16438","GR",11,2,66,1
"16439","GR",11,1,3,2
"16440","GR",11,1,3,2
"16441","GR",11,1,3,2
"16442","GR",11,1,3,1
"16443","GR",11,1,3,1
"16444","GR",11,1,3,1
"16445","GR",11,2,66,1
"16446","GR",11,1,3,2
"16447","GR",11,1,3,2
"16448","GR",11,1,3,1
"16449","GR",11,1,3,2
"16450","GR",11,1,3,2
"16451","GR",11,1,3,1
"16452","GR",11,1,3,2
"16453","GR",11,1,3,1
"16454","GR",11,1,3,2
"16455","GR",11,1,3,1
"16456","GR",11,1,3,2
"16457","GR",11,1,3,2
"16458","GR",11,1,3,1
"16459","GR",11,1,3,1
"16460","GR",11,1,3,2
"16461","GR",11,1,3,2
"16462","GR",11,1,3,2
"16463","GR",11,1,3,2
"16464","GR",11,1,3,1
"16465","GR",11,1,3,2
"16466","GR",11,1,3,2
"16467","GR",11,1,3,2
"16468","GR",11,1,3,1
"16469","GR",11,1,3,2
"16470","GR",11,1,3,1
"16471","GR",11,1,3,2
"16472","GR",11,1,3,2
"16473","GR",11,1,3,1
"16474","GR",11,1,3,2
"16475","GR",11,1,3,2
"16476","GR",11,1,3,2
"16477","GR",11,1,3,2
"16478","GR",11,1,3,2
"16479","GR",11,1,3,2
"16480","GR",11,1,3,2
"16481","GR",11,1,3,2
"16482","GR",11,1,3,1
"16483","GR",11,1,3,2
"16484","GR",11,1,3,2
"16485","GR",11,1,3,2
"16486","GR",11,1,3,1
"16487","GR",11,1,3,2
"16488","GR",11,1,3,1
"16489","GR",11,1,3,1
"16490","GR",11,1,3,2
"16491","GR",11,1,3,2
"16492","GR",11,1,3,2
"16493","GR",11,1,3,1
"16494","GR",11,1,3,2
"16495","GR",11,1,3,1
"16496","GR",11,1,3,1
"16497","GR",11,1,3,1
"16498","GR",11,1,3,1
"16499","GR",11,1,3,2
"16500","GR",11,1,3,2
"16501","GR",11,8,66,2
"16502","GR",11,1,3,2
"16503","GR",11,2,66,2
"16504","GR",11,1,3,1
"16505","GR",11,1,3,2
"16506","GR",11,2,66,2
"16507","GR",11,1,3,1
"16508","GR",11,1,3,2
"16509","GR",11,1,3,2
"16510","GR",11,1,3,1
"16511","GR",11,1,3,2
"16512","GR",11,1,3,2
"16513","GR",11,2,66,1
"16514","GR",11,1,3,2
"16515","GR",11,1,3,2
"16516","GR",11,1,3,1
"16517","GR",11,1,3,2
"16518","GR",11,1,3,2
"16519","GR",11,1,3,2
"16520","GR",11,1,3,2
"16521","GR",11,1,3,1
"16522","GR",11,1,3,1
"16523","GR",11,1,3,1
"16524","GR",11,1,3,1
"16525","GR",11,2,66,1
"16526","GR",11,1,3,2
"16527","GR",11,1,3,1
"16528","GR",11,1,3,2
"16529","GR",11,1,3,1
"16530","GR",11,1,3,1
"16531","GR",11,1,3,2
"16532","GR",11,1,3,1
"16533","GR",11,1,3,1
"16534","GR",11,1,3,1
"16535","GR",11,1,3,2
"16536","GR",11,1,3,1
"16537","GR",11,1,3,2
"16538","GR",11,1,3,2
"16539","GR",11,1,3,1
"16540","GR",11,1,3,1
"16541","GR",11,1,3,2
"16542","GR",11,1,3,2
"16543","GR",11,1,3,1
"16544","GR",11,1,3,1
"16545","GR",11,1,3,2
"16546","GR",11,1,3,2
"16547","GR",11,1,3,1
"16548","GR",11,2,66,1
"16549","GR",11,1,3,1
"16550","GR",11,1,3,1
"16551","GR",11,1,3,1
"16552","GR",11,1,3,2
"16553","GR",11,1,3,2
"16554","GR",11,1,3,2
"16555","GR",11,1,3,2
"16556","GR",11,1,3,1
"16557","GR",11,1,3,1
"16558","GR",11,1,3,1
"16559","GR",11,1,3,2
"16560","GR",11,2,66,2
"16561","GR",11,1,3,1
"16562","GR",11,1,3,2
"16563","GR",11,1,3,2
"16564","GR",11,1,3,1
"16565","GR",11,1,3,2
"16566","GR",11,1,3,2
"16567","GR",11,1,3,2
"16568","GR",11,1,3,2
"16569","GR",11,1,3,2
"16570","GR",11,1,3,1
"16571","GR",11,1,3,2
"16572","GR",11,1,3,1
"16573","GR",11,1,3,1
"16574","GR",11,1,3,2
"16575","GR",11,1,3,2
"16576","GR",11,1,3,2
"16577","GR",11,1,3,1
"16578","GR",11,1,3,2
"16579","GR",11,1,3,2
"16580","GR",11,1,3,1
"16581","GR",11,1,3,2
"16582","GR",11,1,3,2
"16583","GR",11,1,3,1
"16584","GR",11,1,3,1
"16585","GR",11,2,66,1
"16586","GR",11,1,3,2
"16587","GR",11,1,3,2
"16588","GR",11,1,3,2
"16589","GR",11,1,3,2
"16590","GR",11,1,3,1
"16591","GR",11,1,3,1
"16592","GR",11,1,3,2
"16593","GR",11,1,3,1
"16594","GR",11,1,3,2
"16595","GR",11,1,3,2
"16596","GR",11,1,3,2
"16597","GR",11,1,3,1
"16598","GR",11,1,3,1
"16599","GR",11,1,3,1
"16600","GR",11,1,3,1
"16601","GR",11,1,3,2
"16602","GR",11,1,3,1
"16603","GR",11,1,3,2
"16604","GR",11,1,3,2
"16605","GR",11,1,3,1
"16606","GR",11,1,3,2
"16607","GR",11,1,3,1
"16608","GR",11,1,3,1
"16609","GR",11,1,3,2
"16610","GR",11,1,3,1
"16611","GR",11,1,3,1
"16612","GR",11,1,3,1
"16613","GR",11,1,3,1
"16614","GR",11,1,3,1
"16615","GR",11,1,3,2
"16616","GR",11,1,3,2
"16617","GR",11,1,3,1
"16618","GR",11,1,3,2
"16619","GR",11,1,3,1
"16620","GR",11,1,3,2
"16621","GR",11,1,3,2
"16622","GR",11,1,3,1
"16623","GR",11,1,3,2
"16624","GR",11,1,3,2
"16625","GR",11,1,3,1
"16626","GR",11,1,3,2
"16627","GR",11,1,3,2
"16628","GR",11,1,3,2
"16629","GR",11,1,3,2
"16630","GR",11,1,3,1
"16631","GR",11,1,3,1
"16632","GR",11,1,3,2
"16633","GR",11,1,3,1
"16634","GR",11,1,3,1
"16635","GR",11,1,3,2
"16636","GR",11,1,3,1
"16637","GR",11,1,3,1
"16638","GR",11,1,3,2
"16639","GR",11,1,3,1
"16640","GR",11,1,3,2
"16641","GR",11,1,3,2
"16642","GR",11,1,3,1
"16643","GR",11,2,66,2
"16644","GR",11,1,3,1
"16645","GR",11,1,3,1
"16646","GR",11,1,3,2
"16647","GR",11,1,3,2
"16648","GR",11,1,3,2
"16649","GR",11,1,3,2
"16650","GR",11,1,3,2
"16651","GR",11,2,66,2
"16652","GR",11,1,3,2
"16653","GR",11,1,3,1
"16654","GR",11,2,66,1
"16655","GR",11,1,3,2
"16656","GR",11,1,3,2
"16657","GR",11,1,3,1
"16658","GR",11,2,66,2
"16659","GR",11,1,3,1
"16660","GR",11,1,3,2
"16661","GR",11,1,3,1
"16662","GR",11,1,3,1
"16663","GR",11,1,3,1
"16664","GR",11,1,3,1
"16665","GR",11,1,3,2
"16666","GR",11,1,3,2
"16667","GR",11,1,3,1
"16668","GR",11,1,3,2
"16669","GR",11,2,66,1
"16670","GR",11,1,4,1
"16671","GR",11,1,3,2
"16672","GR",11,1,3,1
"16673","GR",11,7,66,1
"16674","GR",11,1,3,1
"16675","GR",11,1,3,1
"16676","GR",11,1,3,1
"16677","GR",11,1,3,2
"16678","GR",11,1,3,2
"16679","GR",11,1,3,1
"16680","GR",11,1,3,1
"16681","GR",11,1,3,2
"16682","GR",11,1,3,1
"16683","GR",11,1,3,1
"16684","GR",11,1,3,2
"16685","GR",11,2,66,1
"16686","GR",11,1,8,2
"16687","GR",11,1,3,2
"16688","GR",11,1,3,2
"16689","GR",11,1,3,2
"16690","GR",11,1,3,2
"16691","GR",11,1,3,1
"16692","GR",11,1,3,1
"16693","GR",11,1,3,2
"16694","GR",11,1,3,2
"16695","GR",11,1,3,2
"16696","GR",11,1,3,2
"16697","GR",11,1,3,2
"16698","GR",11,1,3,2
"16699","GR",11,1,3,1
"16700","GR",11,1,3,2
"16701","GR",11,1,3,2
"16702","GR",11,1,3,1
"16703","GR",11,1,3,2
"16704","GR",11,1,3,2
"16705","GR",11,1,3,2
"16706","GR",11,1,3,2
"16707","GR",11,1,3,1
"16708","GR",11,1,3,1
"16709","GR",11,1,3,2
"16710","GR",11,1,3,1
"16711","GR",11,1,3,1
"16712","GR",11,1,3,2
"16713","GR",11,1,3,1
"16714","GR",11,1,3,2
"16715","GR",11,1,3,2
"16716","GR",11,1,3,1
"16717","GR",11,1,3,2
"16718","GR",11,1,3,1
"16719","GR",11,1,3,1
"16720","GR",11,2,66,2
"16721","GR",11,1,3,2
"16722","GR",11,2,66,1
"16723","GR",11,1,3,2
"16724","GR",11,1,3,1
"16725","GR",11,1,3,2
"16726","GR",11,1,3,2
"16727","GR",11,1,3,1
"16728","GR",11,1,3,1
"16729","GR",11,1,3,1
